cid,cntry,id
AW-00013135,Australia,2136
AW-00013136,Australia,2137
AW-00013137,Australia,2138
AW-00013138,Australia,2139
AW-00013139,Australia,2140
AW-00013140,Australia,2141
AW-00013141,Australia,2142
AW-00013142,US,2143
AW-00013143,Canada,2144
AW-00013144,Canada,2145
AW-00013145,US,2146
AW-00013146,US,2147
AW-00013147,US,2148
AW-00013148,Canada,2149
AW-00013149,Australia,2150
AW-00013150,Australia,2151
AW-00013151,US,2152
AW-00013152,US,2153
AW-00013153,US,2154
AW-00013154,US,2155
AW-00013155,Australia,2156
AW-00013156,Australia,2157
AW-00013157,Australia,2158
AW-00013158,Australia,2159
AW-00013159,Australia,2160
AW-00013160,Australia,2161
AW-00013161,US,2162
AW-00013162,US,2163
AW-00013163,US,2164
AW-00013164,US,2165
AW-00013165,US,2166
AW-00013166,US,2167
AW-00013167,US,2168
AW-00013168,US,2169
AW-00013169,US,2170
AW-00013170,US,2171
AW-00013171,US,2172
AW-00013172,US,2173
AW-00013173,US,2174
AW-00013174,US,2175
AW-00013175,Canada,2176
AW-00013176,US,2177
AW-00013177,US,2178
AW-00013178,US,2179
AW-00013179,Canada,2180
AW-00013180,US,2181
AW-00013181,US,2182
AW-00013182,US,2183
AW-00013183,US,2184
AW-00013184,US,2185
AW-00013185,Canada,2186
AW-00013186,US,2187
AW-00013187,US,2188
AW-00013188,US,2189
AW-00013189,US,2190
AW-00013190,US,2191
AW-00013191,US,2192
AW-00013192,US,2193
AW-00013193,US,2194
AW-00013194,US,2195
AW-00013195,US,2196
AW-00013196,US,2197
AW-00013197,Canada,2198
AW-00013198,Canada,2199
AW-00013199,Canada,2200
AW-00013200,US,2201
AW-00013201,Canada,2202
AW-00013202,US,2203
AW-00013203,US,2204
AW-00013204,US,2205
AW-00013205,US,2206
AW-00013206,Canada,2207
AW-00013207,US,2208
AW-00013208,US,2209
AW-00013209,Canada,2210
AW-00013210,US,2211
AW-00013211,US,2212
AW-00013212,US,2213
AW-00013213,US,2214
AW-00013214,US,2215
AW-00013215,US,2216
AW-00013216,US,2217
AW-00013217,Canada,2218
AW-00013218,US,2219
AW-00013219,US,2220
AW-00013220,US,2221
AW-00013221,US,2222
AW-00013222,Canada,2223
AW-00013223,US,2224
AW-00013224,US,2225
AW-00013225,US,2226
AW-00013226,US,2227
AW-00013227,US,2228
AW-00013228,US,2229
AW-00013229,US,2230
AW-00013230,US,2231
AW-00013231,Canada,2232
AW-00013232,US,2233
AW-00013233,US,2234
AW-00013234,US,2235
AW-00013235,US,2236
AW-00013236,US,2237
AW-00013237,US,2238
AW-00013238,US,2239
AW-00013239,Canada,2240
AW-00013240,US,2241
AW-00013241,Canada,2242
AW-00013242,US,2243
AW-00013243,US,2244
AW-00013244,US,2245
AW-00013245,US,2246
AW-00013246,US,2247
AW-00013247,US,2248
AW-00013248,US,2249
AW-00013249,Canada,2250
AW-00013250,US,2251
AW-00013251,United Kingdom,2252
AW-00013252,United Kingdom,2253
AW-00013253,United Kingdom,2254
AW-00013254,United Kingdom,2255
AW-00013255,DE,2256
AW-00013256,DE,2257
AW-00013257,DE,2258
AW-00013258,DE,2259
AW-00013259,DE,2260
AW-00013260,DE,2261
AW-00013261,DE,2262
AW-00013262,United Kingdom,2263
AW-00013263,France,2264
AW-00013264,DE,2265
AW-00013265,DE,2266
AW-00013266,US,2267
AW-00013267,Canada,2268
AW-00013268,Canada,2269
AW-00013269,US,2270
AW-00013270,Canada,2271
AW-00013271,Canada,2272
AW-00013272,US,2273
AW-00013273,US,2274
AW-00013274,US,2275
AW-00013275,US,2276
AW-00013276,US,2277
AW-00013277,US,2278
AW-00013278,US,2279
AW-00013279,US,2280
AW-00013280,US,2281
AW-00013281,US,2282
AW-00013282,US,2283
AW-00013283,US,2284
AW-00013284,Canada,2285
AW-00013285,Canada,2286
AW-00013286,US,2287
AW-00013287,US,2288
AW-00013288,US,2289
AW-00013289,Canada,2290
AW-00013290,Canada,2291
AW-00013291,US,2292
AW-00013292,US,2293
AW-00013293,US,2294
AW-00013294,US,2295
AW-00013295,US,2296
AW-00013296,US,2297
AW-00013297,US,2298
AW-00013298,US,2299
AW-00013299,US,2300
AW-00013300,US,2301
AW-00013301,US,2302
AW-00013302,US,2303
AW-00013303,Canada,2304
AW-00013304,US,2305
AW-00013305,US,2306
AW-00013306,US,2307
AW-00013307,US,2308
AW-00013308,US,2309
AW-00013309,US,2310
AW-00013310,US,2311
AW-00013311,US,2312
AW-00013312,US,2313
AW-00013313,US,2314
AW-00013314,US,2315
AW-00013315,US,2316
AW-00013316,US,2317
AW-00013317,US,2318
AW-00013318,Canada,2319
AW-00013319,US,2320
AW-00013320,US,2321
AW-00013321,US,2322
AW-00013322,US,2323
AW-00013323,US,2324
AW-00013324,US,2325
AW-00013325,US,2326
AW-00013326,US,2327
AW-00013327,US,2328
AW-00013328,Canada,2329
AW-00013329,US,2330
AW-00013330,Canada,2331
AW-00013331,US,2332
AW-00013332,US,2333
AW-00013333,US,2334
AW-00013334,US,2335
AW-00013335,US,2336
AW-00013336,US,2337
AW-00013337,US,2338
AW-00013338,US,2339
AW-00013339,US,2340
AW-00013340,US,2341
AW-00013341,US,2342
AW-00013342,US,2343
AW-00013343,Canada,2344
AW-00013344,US,2345
AW-00013345,Canada,2346
AW-00013346,US,2347
AW-00013347,US,2348
AW-00013348,US,2349
AW-00013349,US,2350
AW-00013350,Canada,2351
AW-00013351,US,2352
AW-00013352,US,2353
AW-00013353,US,2354
AW-00013354,US,2355
AW-00013355,US,2356
AW-00013356,US,2357
AW-00013357,US,2358
AW-00013358,Canada,2359
AW-00013359,US,2360
AW-00013360,US,2361
AW-00013361,US,2362
AW-00013362,US,2363
AW-00013363,US,2364
AW-00013364,US,2365
AW-00013365,US,2366
AW-00013366,Canada,2367
AW-00013367,US,2368
AW-00013368,US,2369
AW-00013369,US,2370
AW-00013370,US,2371
AW-00013371,US,2372
AW-00013372,US,2373
AW-00013373,US,2374
AW-00013374,US,2375
AW-00013375,US,2376
AW-00013376,US,2377
AW-00013377,US,2378
AW-00013378,US,2379
AW-00013379,US,2380
AW-00013380,US,2381
AW-00013381,US,2382
AW-00013382,US,2383
AW-00013383,US,2384
AW-00013384,US,2385
AW-00013385,US,2386
AW-00013386,US,2387
AW-00013387,US,2388
AW-00013388,US,2389
AW-00013389,US,2390
AW-00013390,US,2391
AW-00013391,Canada,2392
AW-00013392,US,2393
AW-00013393,US,2394
AW-00013394,US,2395
AW-00013395,US,2396
AW-00013396,US,2397
AW-00013397,US,2398
AW-00013398,US,2399
AW-00013399,US,2400
AW-00013400,US,2401
AW-00013401,US,2402
AW-00013402,US,2403
AW-00013403,US,2404
AW-00013404,United Kingdom,2405
AW-00013405,France,2406
AW-00013406,DE,2407
AW-00013407,United Kingdom,2408
AW-00013408,United Kingdom,2409
AW-00013409,France,2410
AW-00013410,DE,2411
AW-00013411,United Kingdom,2412
AW-00013412,United Kingdom,2413
AW-00013413,US,2414
AW-00013414,US,2415
AW-00013415,US,2416
AW-00013416,US,2417
AW-00013417,US,2418
AW-00013418,Canada,2419
AW-00013419,US,2420
AW-00013420,US,2421
AW-00013421,US,2422
AW-00013422,US,2423
AW-00013423,Canada,2424
AW-00013424,US,2425
AW-00013425,US,2426
AW-00013426,US,2427
AW-00013427,US,2428
AW-00013428,US,2429
AW-00013429,US,2430
AW-00013430,US,2431
AW-00013431,US,2432
AW-00013432,US,2433
AW-00013433,US,2434
AW-00013434,Canada,2435
AW-00013435,US,2436
AW-00013436,US,2437
AW-00013437,US,2438
AW-00013438,US,2439
AW-00013439,US,2440
AW-00013440,Canada,2441
AW-00013441,US,2442
AW-00013442,US,2443
AW-00013443,US,2444
AW-00013444,US,2445
AW-00013445,US,2446
AW-00013446,US,2447
AW-00013447,US,2448
AW-00013448,US,2449
AW-00013449,US,2450
AW-00013450,US,2451
AW-00013451,US,2452
AW-00013452,US,2453
AW-00013453,US,2454
AW-00013454,US,2455
AW-00013455,US,2456
AW-00013456,US,2457
AW-00013457,US,2458
AW-00013458,US,2459
AW-00013459,US,2460
AW-00013460,Canada,2461
AW-00013461,US,2462
AW-00013462,US,2463
AW-00013463,US,2464
AW-00013464,US,2465
AW-00013465,US,2466
AW-00013466,Canada,2467
AW-00013467,US,2468
AW-00013468,US,2469
AW-00013469,US,2470
AW-00013470,US,2471
AW-00013471,US,2472
AW-00013472,US,2473
AW-00013473,US,2474
AW-00013474,Canada,2475
AW-00013475,US,2476
AW-00013476,US,2477
AW-00013477,US,2478
AW-00013478,US,2479
AW-00013479,US,2480
AW-00013480,US,2481
AW-00013481,US,2482
AW-00013482,US,2483
AW-00013483,US,2484
AW-00013484,US,2485
AW-00013485,US,2486
AW-00013486,Canada,2487
AW-00013487,US,2488
AW-00013488,US,2489
AW-00013489,US,2490
AW-00013490,US,2491
AW-00013491,Canada,2492
AW-00013492,US,2493
AW-00013493,United Kingdom,2494
AW-00013494,DE,2495
AW-00013495,United Kingdom,2496
AW-00013496,France,2497
AW-00013497,DE,2498
AW-00013498,France,2499
AW-00013499,France,2500
AW-00013500,DE,2501
AW-00013501,DE,2502
AW-00013502,DE,2503
AW-00013503,United Kingdom,2504
AW-00013504,France,2505
AW-00013505,United Kingdom,2506
AW-00013506,France,2507
AW-00013507,United Kingdom,2508
AW-00013508,France,2509
AW-00013509,United Kingdom,2510
AW-00013510,France,2511
AW-00013511,France,2512
AW-00013512,France,2513
AW-00013513,DE,2514
AW-00013514,DE,2515
AW-00013515,DE,2516
AW-00013516,United Kingdom,2517
AW-00013517,United Kingdom,2518
AW-00013518,Australia,2519
AW-00013519,Australia,2520
AW-00013520,Australia,2521
AW-00013521,Australia,2522
AW-00013522,Australia,2523
AW-00013523,Australia,2524
AW-00013524,Australia,2525
AW-00013525,Australia,2526
AW-00013526,Australia,2527
AW-00013527,Australia,2528
AW-00013528,Australia,2529
AW-00013529,Australia,2530
AW-00013530,United Kingdom,2531
AW-00013531,France,2532
AW-00013532,DE,2533
AW-00013533,United Kingdom,2534
AW-00013534,United Kingdom,2535
AW-00013535,United Kingdom,2536
AW-00013536,France,2537
AW-00013537,France,2538
AW-00013538,DE,2539
AW-00013539,United Kingdom,2540
AW-00013540,DE,2541
AW-00013541,DE,2542
AW-00013542,DE,2543
AW-00013543,DE,2544
AW-00013544,United Kingdom,2545
AW-00013545,DE,2546
AW-00013546,DE,2547
AW-00013547,United Kingdom,2548
AW-00013548,DE,2549
AW-00013549,France,2550
AW-00013550,France,2551
AW-00013551,United Kingdom,2552
AW-00013552,France,2553
AW-00013553,United Kingdom,2554
AW-00013554,United Kingdom,2555
AW-00013555,France,2556
AW-00013556,France,2557
AW-00013557,United Kingdom,2558
AW-00013558,France,2559
AW-00013559,DE,2560
AW-00013560,DE,2561
AW-00013561,United Kingdom,2562
AW-00013562,United Kingdom,2563
AW-00013563,United Kingdom,2564
AW-00013564,France,2565
AW-00013565,France,2566
AW-00013566,DE,2567
AW-00013567,DE,2568
AW-00013568,France,2569
AW-00013569,DE,2570
AW-00013570,DE,2571
AW-00013571,France,2572
AW-00013572,DE,2573
AW-00013573,France,2574
AW-00013574,DE,2575
AW-00013575,France,2576
AW-00013576,United Kingdom,2577
AW-00013577,France,2578
AW-00013578,France,2579
AW-00013579,DE,2580
AW-00013580,DE,2581
AW-00013581,United Kingdom,2582
AW-00013582,United Kingdom,2583
AW-00013583,United Kingdom,2584
AW-00013584,United Kingdom,2585
AW-00013585,United Kingdom,2586
AW-00013586,United Kingdom,2587
AW-00013587,DE,2588
AW-00013588,DE,2589
AW-00013589,France,2590
AW-00013590,United Kingdom,2591
AW-00013591,United Kingdom,2592
AW-00013592,France,2593
AW-00013593,DE,2594
AW-00013594,DE,2595
AW-00013595,France,2596
AW-00013596,France,2597
AW-00013597,DE,2598
AW-00013598,DE,2599
AW-00013599,United Kingdom,2600
AW-00013600,United Kingdom,2601
AW-00013601,DE,2602
AW-00013602,United Kingdom,2603
AW-00013603,United Kingdom,2604
AW-00013604,United Kingdom,2605
AW-00013605,France,2606
AW-00013606,DE,2607
AW-00013607,DE,2608
AW-00013608,DE,2609
AW-00013609,United Kingdom,2610
AW-00013610,France,2611
AW-00013611,France,2612
AW-00013612,United Kingdom,2613
AW-00013613,Australia,2614
AW-00013614,Australia,2615
AW-00013615,Australia,2616
AW-00013616,Australia,2617
AW-00013617,Australia,2618
AW-00013618,Australia,2619
AW-00013619,Australia,2620
AW-00013620,Australia,2621
AW-00013621,Australia,2622
AW-00013622,Australia,2623
AW-00013623,Australia,2624
AW-00013624,Australia,2625
AW-00013625,Australia,2626
AW-00013626,Australia,2627
AW-00013627,Australia,2628
AW-00013628,Australia,2629
AW-00013629,Australia,2630
AW-00013630,Australia,2631
AW-00013631,Australia,2632
AW-00013632,Australia,2633
AW-00013633,Australia,2634
AW-00013634,Australia,2635
AW-00013635,Australia,2636
AW-00013636,Australia,2637
AW-00013637,Australia,2638
AW-00013638,Australia,2639
AW-00013639,Australia,2640
AW-00013640,Australia,2641
AW-00013641,Australia,2642
AW-00013642,Australia,2643
AW-00013643,Australia,2644
AW-00013644,Australia,2645
AW-00013645,Australia,2646
AW-00013646,Australia,2647
AW-00013647,Australia,2648
AW-00013648,Australia,2649
AW-00013649,Australia,2650
AW-00013650,Australia,2651
AW-00013651,Australia,2652
AW-00013652,US,2653
AW-00013653,US,2654
AW-00013654,US,2655
AW-00013655,US,2656
AW-00013656,US,2657
AW-00013657,US,2658
AW-00013658,US,2659
AW-00013659,US,2660
AW-00013660,Canada,2661
AW-00013661,United Kingdom,2662
AW-00013662,France,2663
AW-00013663,DE,2664
AW-00013664,United Kingdom,2665
AW-00013665,United Kingdom,2666
AW-00013666,DE,2667
AW-00013667,France,2668
AW-00013668,Australia,2669
AW-00013669,Australia,2670
AW-00013670,Australia,2671
AW-00013671,DE,2672
AW-00013672,France,2673
AW-00013673,France,2674
AW-00013674,France,2675
AW-00013675,United Kingdom,2676
AW-00013676,United Kingdom,2677
AW-00013677,DE,2678
AW-00013678,United Kingdom,2679
AW-00013679,United Kingdom,2680
AW-00013680,United Kingdom,2681
AW-00013681,France,2682
AW-00013682,DE,2683
AW-00013683,DE,2684
AW-00013684,DE,2685
AW-00013685,DE,2686
AW-00013686,DE,2687
AW-00013687,United Kingdom,2688
AW-00013688,United Kingdom,2689
AW-00013689,United Kingdom,2690
AW-00013690,United Kingdom,2691
AW-00013691,United Kingdom,2692
AW-00013692,United Kingdom,2693
AW-00013693,United Kingdom,2694
AW-00013694,United Kingdom,2695
AW-00013695,France,2696
AW-00013696,DE,2697
AW-00013697,DE,2698
AW-00013698,DE,2699
AW-00013699,US,2700
AW-00013700,US,2701
AW-00013701,Canada,2702
AW-00013702,US,2703
AW-00013703,US,2704
AW-00013704,US,2705
AW-00013705,US,2706
AW-00013706,Canada,2707
AW-00013707,Canada,2708
AW-00013708,Canada,2709
AW-00013709,Canada,2710
AW-00013710,Canada,2711
AW-00013711,Canada,2712
AW-00013712,US,2713
AW-00013713,US,2714
AW-00013714,US,2715
AW-00013715,US,2716
AW-00013716,US,2717
AW-00013717,US,2718
AW-00013718,US,2719
AW-00013719,Canada,2720
AW-00013720,Canada,2721
AW-00013721,US,2722
AW-00013722,US,2723
AW-00013723,US,2724
AW-00013724,US,2725
AW-00013725,US,2726
AW-00013726,US,2727
AW-00013727,US,2728
AW-00013728,US,2729
AW-00013729,US,2730
AW-00013730,US,2731
AW-00013731,US,2732
AW-00013732,Canada,2733
AW-00013733,US,2734
AW-00013734,US,2735
AW-00013735,US,2736
AW-00013736,US,2737
AW-00013737,US,2738
AW-00013738,US,2739
AW-00013739,US,2740
AW-00013740,US,2741
AW-00013741,US,2742
AW-00013742,US,2743
AW-00013743,Canada,2744
AW-00013744,US,2745
AW-00013745,US,2746
AW-00013746,US,2747
AW-00013747,US,2748
AW-00013748,US,2749
AW-00013749,US,2750
AW-00013750,US,2751
AW-00013751,Canada,2752
AW-00013752,US,2753
AW-00013753,US,2754
AW-00013754,US,2755
AW-00013755,US,2756
AW-00013756,Canada,2757
AW-00013757,US,2758
AW-00013758,Canada,2759
AW-00013759,US,2760
AW-00013760,Canada,2761
AW-00013761,US,2762
AW-00013762,Canada,2763
AW-00013763,US,2764
AW-00013764,France,2765
AW-00013765,United Kingdom,2766
AW-00013766,France,2767
AW-00013767,DE,2768
AW-00013768,France,2769
AW-00013769,France,2770
AW-00013770,DE,2771
AW-00013771,DE,2772
AW-00013772,United Kingdom,2773
AW-00013773,France,2774
AW-00013774,DE,2775
AW-00013775,DE,2776
AW-00013776,United Kingdom,2777
AW-00013777,United Kingdom,2778
AW-00013778,DE,2779
AW-00013779,France,2780
AW-00013780,France,2781
AW-00013781,France,2782
AW-00013782,DE,2783
AW-00013783,United Kingdom,2784
AW-00013784,United Kingdom,2785
AW-00013785,United Kingdom,2786
AW-00013786,DE,2787
AW-00013787,DE,2788
AW-00013788,United Kingdom,2789
AW-00013789,DE,2790
AW-00013790,DE,2791
AW-00013791,United Kingdom,2792
AW-00013792,United Kingdom,2793
AW-00013793,France,2794
AW-00013794,United Kingdom,2795
AW-00013795,DE,2796
AW-00013796,DE,2797
AW-00013797,DE,2798
AW-00013798,United Kingdom,2799
AW-00013799,France,2800
AW-00013800,France,2801
AW-00013801,France,2802
AW-00013802,France,2803
AW-00013803,DE,2804
AW-00013804,United Kingdom,2805
AW-00013805,United Kingdom,2806
AW-00013806,France,2807
AW-00013807,DE,2808
AW-00013808,DE,2809
AW-00013809,United Kingdom,2810
AW-00013810,United Kingdom,2811
AW-00013811,France,2812
AW-00013812,France,2813
AW-00013813,France,2814
AW-00013814,United Kingdom,2815
AW-00013815,United Kingdom,2816
AW-00013816,United Kingdom,2817
AW-00013817,France,2818
AW-00013818,France,2819
AW-00013819,France,2820
AW-00013820,United Kingdom,2821
AW-00013821,United Kingdom,2822
AW-00013822,DE,2823
AW-00013823,France,2824
AW-00013824,DE,2825
AW-00013825,France,2826
AW-00013826,DE,2827
AW-00013827,DE,2828
AW-00013828,DE,2829
AW-00013829,DE,2830
AW-00013830,United Kingdom,2831
AW-00013831,France,2832
AW-00013832,France,2833
AW-00013833,France,2834
AW-00013834,France,2835
AW-00013835,France,2836
AW-00013836,DE,2837
AW-00013837,DE,2838
AW-00013838,United Kingdom,2839
AW-00013839,France,2840
AW-00013840,France,2841
AW-00013841,United Kingdom,2842
AW-00013842,DE,2843
AW-00013843,France,2844
AW-00013844,DE,2845
AW-00013845,United Kingdom,2846
AW-00013846,United Kingdom,2847
AW-00013847,United Kingdom,2848
AW-00013848,US,2849
AW-00013849,US,2850
AW-00013850,US,2851
AW-00013851,Canada,2852
AW-00013852,Canada,2853
AW-00013853,Canada,2854
AW-00013854,US,2855
AW-00013855,US,2856
AW-00013856,US,2857
AW-00013857,US,2858
AW-00013858,US,2859
AW-00013859,US,2860
AW-00013860,Canada,2861
AW-00013861,US,2862
AW-00013862,US,2863
AW-00013863,US,2864
AW-00013864,US,2865
AW-00013865,US,2866
AW-00013866,US,2867
AW-00013867,US,2868
AW-00013868,US,2869
AW-00013869,US,2870
AW-00013870,US,2871
AW-00013871,US,2872
AW-00013872,US,2873
AW-00013873,US,2874
AW-00013874,US,2875
AW-00013875,US,2876
AW-00013876,US,2877
AW-00013877,US,2878
AW-00013878,Canada,2879
AW-00013879,US,2880
AW-00013880,US,2881
AW-00013881,US,2882
AW-00013882,US,2883
AW-00013883,US,2884
AW-00013884,US,2885
AW-00013885,US,2886
AW-00013886,US,2887
AW-00013887,US,2888
AW-00013888,US,2889
AW-00013889,US,2890
AW-00013890,US,2891
AW-00013891,US,2892
AW-00013892,US,2893
AW-00013893,US,2894
AW-00013894,US,2895
AW-00013895,US,2896
AW-00013896,US,2897
AW-00013897,US,2898
AW-00013898,US,2899
AW-00013899,US,2900
AW-00013900,US,2901
AW-00013901,US,2902
AW-00013902,US,2903
AW-00013903,US,2904
AW-00013904,US,2905
AW-00013905,US,2906
AW-00013906,US,2907
AW-00013907,US,2908
AW-00013908,Canada,2909
AW-00013909,Canada,2910
AW-00013910,US,2911
AW-00013911,US,2912
AW-00013912,US,2913
AW-00013913,US,2914
AW-00013914,US,2915
AW-00013915,US,2916
AW-00013916,Canada,2917
AW-00013917,US,2918
AW-00013918,Canada,2919
AW-00013919,US,2920
AW-00013920,Canada,2921
AW-00013921,US,2922
AW-00013922,US,2923
AW-00013923,US,2924
AW-00013924,US,2925
AW-00013925,US,2926
AW-00013926,US,2927
AW-00013927,US,2928
AW-00013928,US,2929
AW-00013929,US,2930
AW-00013930,US,2931
AW-00013931,US,2932
AW-00013932,US,2933
AW-00013933,US,2934
AW-00013934,US,2935
AW-00013935,US,2936
AW-00013936,Canada,2937
AW-00013937,US,2938
AW-00013938,US,2939
AW-00013939,US,2940
AW-00013940,US,2941
AW-00013941,Canada,2942
AW-00013942,US,2943
AW-00013943,US,2944
AW-00013944,Canada,2945
AW-00013945,US,2946
AW-00013946,US,2947
AW-00013947,US,2948
AW-00013948,US,2949
AW-00013949,US,2950
AW-00013950,US,2951
AW-00013951,US,2952
AW-00013952,Australia,2953
AW-00013953,Australia,2954
AW-00013954,Australia,2955
AW-00013955,Australia,2956
AW-00013956,Australia,2957
AW-00013957,Australia,2958
AW-00013958,Australia,2959
AW-00013959,Australia,2960
AW-00013960,Australia,2961
AW-00013961,Australia,2962
AW-00013962,Australia,2963
AW-00013963,Australia,2964
AW-00013964,Australia,2965
AW-00013965,Australia,2966
AW-00013966,Australia,2967
AW-00013967,Australia,2968
AW-00013968,Australia,2969
AW-00013969,Australia,2970
AW-00013970,Australia,2971
AW-00013971,Australia,2972
AW-00013972,Australia,2973
AW-00013973,Australia,2974
AW-00013974,Australia,2975
AW-00013975,Australia,2976
AW-00013976,US,2977
AW-00013977,US,2978
AW-00013978,US,2979
AW-00013979,US,2980
AW-00013980,US,2981
AW-00013981,Australia,2982
AW-00013982,Australia,2983
AW-00013983,Australia,2984
AW-00013984,US,2985
AW-00013985,US,2986
AW-00013986,US,2987
AW-00013987,Canada,2988
AW-00013988,Canada,2989
AW-00013989,US,2990
AW-00013990,US,2991
AW-00013991,US,2992
AW-00013992,US,2993
AW-00013993,US,2994
AW-00013994,Australia,2995
AW-00013995,Australia,2996
AW-00013996,Australia,2997
AW-00013997,Australia,2998
AW-00013998,Australia,2999
AW-00013999,US,3000
AW-00014000,US,3001
AW-00014001,US,3002
AW-00014002,US,3003
AW-00014003,US,3004
AW-00014004,US,3005
AW-00014005,US,3006
AW-00014006,US,3007
AW-00014007,Australia,3008
AW-00014008,Australia,3009
AW-00014009,Australia,3010
AW-00014010,Australia,3011
AW-00014011,Australia,3012
AW-00014012,Australia,3013
AW-00014013,Australia,3014
AW-00014014,Australia,3015
AW-00014015,Australia,3016
AW-00014016,Australia,3017
AW-00014017,US,3018
AW-00014018,Australia,3019
AW-00014019,Australia,3020
AW-00014020,Australia,3021
AW-00014021,US,3022
AW-00014022,US,3023
AW-00014023,US,3024
AW-00014024,US,3025
AW-00014025,US,3026
AW-00014026,US,3027
AW-00014027,US,3028
AW-00014028,US,3029
AW-00014029,US,3030
AW-00014030,Australia,3031
AW-00014031,Australia,3032
AW-00014032,Australia,3033
AW-00014033,Australia,3034
AW-00014034,Australia,3035
AW-00014035,US,3036
AW-00014036,US,3037
AW-00014037,US,3038
AW-00014038,Australia,3039
AW-00014039,Australia,3040
AW-00014040,US,3041
AW-00014041,Canada,3042
AW-00014042,US,3043
AW-00014043,US,3044
AW-00014044,US,3045
AW-00014045,Australia,3046
AW-00014046,Australia,3047
AW-00014047,Australia,3048
AW-00014048,Australia,3049
AW-00014049,Australia,3050
AW-00014050,Australia,3051
AW-00014051,Australia,3052
AW-00014052,Australia,3053
AW-00014053,Australia,3054
AW-00014054,Australia,3055
AW-00014055,Australia,3056
AW-00014056,Australia,3057
AW-00014057,Australia,3058
AW-00014058,Australia,3059
AW-00014059,Australia,3060
AW-00014060,Australia,3061
AW-00014061,Australia,3062
AW-00014062,Australia,3063
AW-00014063,Australia,3064
AW-00014064,Australia,3065
AW-00014065,Australia,3066
AW-00014066,Australia,3067
AW-00014067,Australia,3068
AW-00014068,Australia,3069
AW-00014069,Australia,3070
AW-00014070,Australia,3071
AW-00014071,Australia,3072
AW-00014072,Australia,3073
AW-00014073,Australia,3074
AW-00014074,Australia,3075
AW-00014075,US,3076
AW-00014076,US,3077
AW-00014077,Canada,3078
AW-00014078,Canada,3079
AW-00014079,Canada,3080
AW-00014080,US,3081
AW-00014081,US,3082
AW-00014082,US,3083
AW-00014083,US,3084
AW-00014084,Canada,3085
AW-00014085,US,3086
AW-00014086,Australia,3087
AW-00014087,Australia,3088
AW-00014088,US,3089
AW-00014089,US,3090
AW-00014090,US,3091
AW-00014091,Canada,3092
AW-00014092,US,3093
AW-00014093,US,3094
AW-00014094,US,3095
AW-00014095,US,3096
AW-00014096,Canada,3097
AW-00014097,US,3098
AW-00014098,US,3099
AW-00014099,Australia,3100
AW-00014100,Australia,3101
AW-00014101,Australia,3102
AW-00014102,Australia,3103
AW-00014103,Australia,3104
AW-00014104,US,3105
AW-00014105,US,3106
AW-00014106,US,3107
AW-00014107,Canada,3108
AW-00014108,Canada,3109
AW-00014109,US,3110
AW-00014110,Canada,3111
AW-00014111,US,3112
AW-00014112,US,3113
AW-00014113,US,3114
AW-00014114,US,3115
AW-00014115,US,3116
AW-00014116,US,3117
AW-00014117,US,3118
AW-00014118,Canada,3119
AW-00014119,Canada,3120
AW-00014120,US,3121
AW-00014121,US,3122
AW-00014122,US,3123
AW-00014123,Australia,3124
AW-00014124,Australia,3125
AW-00014125,Australia,3126
AW-00014126,Australia,3127
AW-00014127,Australia,3128
AW-00014128,Australia,3129
AW-00014129,Australia,3130
AW-00014130,Australia,3131
AW-00014131,Australia,3132
AW-00014132,Australia,3133
AW-00014133,Australia,3134
AW-00014134,Australia,3135
AW-00014135,France,3136
AW-00014136,France,3137
AW-00014137,DE,3138
AW-00014138,DE,3139
AW-00014139,DE,3140
AW-00014140,DE,3141
AW-00014141,France,3142
AW-00014142,DE,3143
AW-00014143,United Kingdom,3144
AW-00014144,France,3145
AW-00014145,France,3146
AW-00014146,United Kingdom,3147
AW-00014147,DE,3148
AW-00014148,DE,3149
AW-00014149,DE,3150
AW-00014150,United Kingdom,3151
AW-00014151,France,3152
AW-00014152,France,3153
AW-00014153,DE,3154
AW-00014154,France,3155
AW-00014155,United Kingdom,3156
AW-00014156,United Kingdom,3157
AW-00014157,United Kingdom,3158
AW-00014158,United Kingdom,3159
AW-00014159,United Kingdom,3160
AW-00014160,DE,3161
AW-00014161,DE,3162
AW-00014162,DE,3163
AW-00014163,DE,3164
AW-00014164,DE,3165
AW-00014165,United Kingdom,3166
AW-00014166,France,3167
AW-00014167,DE,3168
AW-00014168,France,3169
AW-00014169,France,3170
AW-00014170,France,3171
AW-00014171,DE,3172
AW-00014172,United Kingdom,3173
AW-00014173,France,3174
AW-00014174,DE,3175
AW-00014175,United Kingdom,3176
AW-00014176,France,3177
AW-00014177,France,3178
AW-00014178,France,3179
AW-00014179,DE,3180
AW-00014180,DE,3181
AW-00014181,DE,3182
AW-00014182,DE,3183
AW-00014183,United Kingdom,3184
AW-00014184,United Kingdom,3185
AW-00014185,France,3186
AW-00014186,France,3187
AW-00014187,DE,3188
AW-00014188,France,3189
AW-00014189,DE,3190
AW-00014190,DE,3191
AW-00014191,United Kingdom,3192
AW-00014192,France,3193
AW-00014193,DE,3194
AW-00014194,United Kingdom,3195
AW-00014195,United Kingdom,3196
AW-00014196,United Kingdom,3197
AW-00014197,DE,3198
AW-00014198,DE,3199
AW-00014199,United Kingdom,3200
AW-00014200,France,3201
AW-00014201,France,3202
